"","dia","s1","s4","s6","s7","s9","s15","s2","s3","s5","s8","s10","s11","s12","s13","s14"
"19",2018-01-20,-0.106417390793888,0.775723868464819,-0.373404799675354,-0.288887234938522,-0.265429479731896,0.0858159221242017,0.633204366963264,0.0858159221242017,-0.288887234938522,0.883916490280456,0.187795121815212,0.315775707650418,7.96623351427782,-1.82207719087405,-3.6343070381931
"20",2018-01-21,0.183391888935466,-0.699488013803511,0.197627602794565,0.448853346791921,-0.38991516096788,-0.336968049608394,-0.629732769353351,-0.336968049608394,0.448853346791921,-0.125492143606035,-0.478053526696748,0.050649857536213,8.14673239873063,-1.6515169851854,-3.42593930722243
"21",2018-01-22,0.459992034131997,0.247358722348978,-0.664435758474598,-0.0187230775380456,-0.288691470740258,0.805126832045565,0.326906034245252,0.805126832045565,-0.0187230775380456,-0.34672180659619,-0.0192932892685199,0.191717932022153,7.00605122969208,-1.39733972773197,-2.47491085088027
"22",2018-01-23,0.0175536587327745,-0.244075995882313,0.996093841746138,-0.170493584448757,-0.158067552357837,-0.189003188720336,-0.0700152924813738,-0.189003188720336,-0.170493584448757,0.588513826242995,0.466460012264831,-0.0435212016361295,5.82223929318688,-0.751513364545162,-2.22803114675016
"23",2018-01-24,0.171088760260299,0.264430790872826,-0.0399427195054595,0.0657511611335892,0.232650159045277,0.300882464691984,0.345608625861576,0.300882464691984,0.0657511611335892,-0.731002297643278,1.21016489449216,0.575452078667291,5.41208283537295,-0.326875773372575,-2.39083422169858
"24",2018-01-25,-0.324481494862276,-0.122536593679043,-0.433796205178131,0.205352243969671,0.110150745174843,-0.738075045941146,-0.220343497659311,-0.738075045941146,0.205352243969671,-0.586560467638237,0.438813584102821,0.386479303133352,5.50245409215799,0.250261341825202,-3.11609294866099
"25",2018-01-26,-0.031623670611981,-0.203445310735695,0.102605298049528,0.189377356648777,-0.456815231387719,0.519490359216829,0.147732252994694,0.519490359216829,0.189377356648777,-0.120570283759674,-0.0737486801180232,0.310358588746193,5.77736093519099,0.864153357864098,-4.13464266299248
"26",2018-01-27,0.009794532858992,-0.713046731770723,-0.155086476036484,-0.730799248324208,-0.566231862159165,-0.672534850601305,0.224815657368834,-0.672534850601305,-0.730799248324208,-0.404332779267851,-0.362249148828293,0.55191493126801,5.99526125547417,1.21899335652966,-3.88825285810717
"27",2018-01-28,0.144962493368352,-0.244096277525172,-0.82598757194063,-0.265662287121191,-0.595650560856791,-0.0157841479279229,-0.497916924682651,-0.0157841479279229,-0.265662287121191,0.352340289291493,-0.083081104632162,0.488381032196069,6.65708031601478,1.21604977065686,-4.7256845793987
"28",2018-01-29,0.121619135611171,0.847657549180836,0.0620143668040916,0.317321322357363,-0.634378618799031,0.201340892306936,-0.141029288622733,0.201340892306936,0.317321322357363,0.456894782628322,-0.594568436511375,0.913163837328539,7.17080704453104,1.02591155426706,-5.37568391370284
"29",2018-01-30,0.055008639027318,0.638667174483488,-0.43911761785351,0.288948143759634,-0.280279373674653,-0.226782636619777,0.0171315245029375,-0.226782636619777,0.288948143759634,-0.0199213562355933,-0.431973215629203,0.134329781155966,6.93029195557653,0.371859774236061,-6.48929983281163
"30",2018-01-31,0.123800627384772,0.933099063377434,-0.137303926159362,-0.117617293852612,0.650588730390457,-0.522081620967815,-0.135917467111003,-0.522081620967815,-0.117617293852612,-0.348489563278768,0.647177901650163,0.321093350355365,6.4800466197895,0.0839954900764566,-7.34463289798667
"31",2018-02-01,-0.280343786597251,0.485214274139894,0.087346388607116,-0.388951396569962,0.769070551438847,0.749415961052441,0.519296032011073,0.749415961052441,-0.388951396569962,-0.0494486776945591,0.142310797638055,0.209743714847693,6.19199134082572,-0.0695070001085892,-7.66630444805813
"32",2018-02-02,0.0603780269522503,0.454883982424275,0.306804550136278,-0.582557735269763,0.492230511602892,-1.18642736972389,0.100466127269813,-1.18642736972389,-0.582557735269763,-0.0701227727656233,-0.263549486198718,0.190728174830643,5.85049230167222,-0.421870764976164,-7.37085127083176
"33",2018-02-03,-0.514688568540308,0.286265410999006,0.746849026194503,-0.32635589802125,0.391703943727666,0.712341537336225,0.122357024019273,0.712341537336225,-0.32635589802125,-0.152511851143384,0.017232140566325,0.260098860001911,4.93785111242929,-0.909134189116594,-6.65524395068053
"34",2018-02-04,0.287775600758634,0.133186974644082,-1.07310953316328,0.0589562729312387,0.650914106068696,-0.0842135023954649,-0.578610238442457,-0.0842135023954649,0.0589562729312387,0.20354658478539,0.032838082350086,0.220057114125991,4.46874813532683,-1.76082404905322,-6.48408310822157
"35",2018-02-05,0.216314723365344,-0.269748112289543,0.472834319441422,-0.181774887404596,0.331294496873442,-0.0597663414555838,0.139188223036174,-0.0597663414555838,-0.181774887404596,0.342720502182184,0.0212548369271022,0.225768597190542,4.73992507898517,-2.23110159418363,-6.22443493362962
"36",2018-02-06,-0.0156595937896028,-0.319367374894775,-0.759446215991272,0.207853570362415,0.404553988475495,0.161277176446489,-0.265405066705295,0.161277176446489,0.207853570362415,-0.325761766184118,-0.493489769540067,0.3719947094402,4.68130547475519,-2.07487025670684,-7.04659838997612
"37",2018-02-07,0.533771282423453,-0.732707045032519,0.770715628518045,0.279135728238857,0.382988076434072,0.0979942919698719,0.103325809513498,0.0979942919698719,0.279135728238857,0.0689295024058952,-0.376330855714188,0.4763327649104,4.64603010260037,-2.17437557196538,-7.14212578539879
"38",2018-02-08,-0.173366978906144,-0.150847676835398,-0.0435855320837058,-0.70655558113831,0.209746559225274,0.378059161325164,-0.496969120229828,0.378059161325164,-0.70655558113831,-0.914430719005163,-0.0156499679566973,-0.294260359157367,4.63057342578632,-2.29347549148152,-7.67756996286077
"39",2018-02-09,0.402352719738266,0.302552796137682,0.732842903995122,-0.0472780901325635,0.125683500412031,0.0807256265647805,0.319339706122462,0.0807256265647805,-0.0472780901325635,0.150633573545303,0.191788166311523,-0.0878143189852253,4.4393584697024,-2.58264616058016,-7.59099760491245
"40",2018-02-10,0.22171997366805,0.5669913039109,-0.715740288482894,0.448508361367751,0.254027753541328,-0.0368999579091508,-0.533499414514344,-0.0368999579091508,0.448508361367751,-0.248642672376971,0.129057940882802,-0.104361921537509,4.54173124582303,-3.0833114136032,-7.99145215875149
"41",2018-02-11,0.692428195042377,0.260492654158799,0.34509061111401,-0.102329549184061,0.158733808100374,0.357480745967823,0.141899143020913,0.357480745967823,-0.102329549184061,0.416903845298048,-0.31112131778207,0.173678646635797,4.85209899316339,-2.94038110886985,-8.17827401002112
"42",2018-02-12,0.401302639277332,-0.129420935968948,-0.135938994916667,-0.0994792238783503,-0.00512865727014299,0.1740442804957,-0.0348838989335288,0.1740442804957,-0.0994792238783503,0.322497195218627,0.161241643345888,-0.108384552342604,4.8135859981908,-3.14224658016081,-8.37892465400852
"43",2018-02-13,0.240796375745947,1.12211104875457,0.565529933117225,-0.148076952537942,-0.2237557162531,-0.318401902513984,-0.182711281178281,-0.318401902513984,-0.148076952537942,-1.07288665685584,0.627629768679164,-0.995928760602205,4.41611687766502,-2.58668272342526,-8.86745184861914
"44",2018-02-14,0.184283956921312,0.402689399690591,-0.150339650058313,-0.153332392110124,-0.0753152708090341,-0.374731665076388,0.217329709149633,-0.374731665076388,-0.153332392110124,0.36246085764603,-0.344296838993126,-0.221147813752991,4.34980831058125,-2.24632801022854,-8.93643105509869
"45",2018-02-15,0.168861147913303,0.72285332117318,0.527069711347679,-0.385941645355519,-0.0574897304375077,0.106528007895183,-0.532572389042958,0.106528007895183,-0.385941645355519,0.0119852854387417,-0.265349713393912,0.113893539467946,4.08756954822983,-1.53825709766233,-7.86033026448263
"46",2018-02-16,0.273066088118758,-0.0994719045843196,-0.326067484391856,0.128564864380526,-0.127367644679662,-0.205683274363813,-0.805082952599691,-0.205683274363813,0.128564864380526,-0.101617623069433,-0.0622027612462433,0.107302980702231,3.51924901288206,-1.76458026866517,-7.05495484699237
"47",2018-02-17,0.241384290987433,-0.111983786218824,-0.0438816981731101,-0.345377317114477,-0.0338509667724339,-0.272330596543683,0.193838778583246,-0.272330596543683,-0.345377317114477,0.275520498761458,-0.275190361597973,0.636335547861344,3.7042470686377,-2.38902296398536,-6.28867242397633
"48",2018-02-18,0.379591785269285,-0.00513369176406175,-0.0997970009743314,-0.397051053238849,-0.26476375223993,0.0708241609479409,0.144644429884029,0.0708241609479409,-0.397051053238849,0.326585357791796,0.099584047259861,0.709859474761956,4.10480671668431,-2.95084646895102,-6.37926779739878
"49",2018-02-19,-0.0443956645270567,0.572164612278365,-0.427458163284528,-0.27389214364024,-0.421823993316083,-0.551644883561409,-0.00867259435445228,-0.551644883561409,-0.27389214364024,-0.483012565903184,0.380019766716191,0.0249799971462916,4.06845797115487,-3.45190125828667,-6.84831872007812
"50",2018-02-20,0.559747832397504,0.0221317701990384,-0.103489233010512,-0.361392653741044,0.140612899090637,0.237789284924269,0.185913984265785,0.237789284924269,-0.361392653741044,0.143942360394361,0.173789218303695,0.385978825176136,3.55002498808264,-3.73594047684908,-7.03987061329235
"51",2018-02-21,-0.00811147325464782,0.390765308438243,0.374693879119292,-0.11076630984958,-0.142905646279373,-0.406986896667105,-0.453802988863127,-0.406986896667105,-0.11076630984958,-0.0514251273890089,-0.231489521354265,0.15230365701624,3.41156260536196,-4.02962213922669,-7.46591116371818
"52",2018-02-22,-0.412928351682389,-0.788855622835721,0.665345771106835,-0.122740042705016,0.0459578666952344,0.514764412949312,0.0847650846344986,0.514764412949312,-0.122740042705016,0.550330946377436,0.284004475368441,0.242460781341433,3.33104864380844,-3.59456621043926,-7.04481940351144
"53",2018-02-23,0.403252791780586,-0.357584758260983,0.504954761224449,-0.283028808802699,-0.313631143604141,0.638335288308141,-0.798866707352297,0.638335288308141,-0.283028808802699,-0.735401390802795,0.58637898005358,0.811969583273324,3.19412734321369,-3.56188444159945,-6.66465992907896
"54",2018-02-24,-0.449838206335903,-0.694213382402472,-0.171170267194702,-0.102191386421716,-0.270274657512805,-0.418808716939925,0.631279720663875,-0.418808716939925,-0.102191386421716,0.328804562795037,-0.300564677514115,0.225076570525221,3.60867930653561,-3.54340755255885,-5.82445779149293
"55",2018-02-25,0.0121196504567325,0.329048149999496,0.101380639249201,-0.587788216047656,-0.0677901674694635,0.634655912799207,0.349786227881707,0.634655912799207,-0.587788216047656,0.675855676796478,-0.157075885739559,0.678168263141766,3.90146375227628,-3.14026634508392,-4.78928823277845
"56",2018-02-26,-0.268284440052952,0.051601744071496,-0.0964729242290426,-0.053563671332928,-0.323911645902163,0.0233534481126227,0.508234129843723,0.0233534481126227,-0.053563671332928,-1.16696040622692,-0.203827894119788,0.356096135250673,4.30216205535175,-2.84493538160372,-4.65399394982857
"57",2018-02-27,0.413489630271664,0.0298993450809359,-0.448082970273853,0.465714310924699,-0.0124812988052762,0.0946162606286154,-0.104290819511087,0.0946162606286154,0.465714310924699,0.176292374910152,0.339879369533524,0.448054812326028,4.25382471681197,-2.33937860428834,-4.8673965412127
"58",2018-02-28,0.210362035394112,0.529590146791607,0.135725164446128,-0.490666462017965,0.0568361666621108,-0.187278714825148,0.0759803978316805,-0.187278714825148,-0.490666462017965,0.118662392255531,0.375219946776555,-0.293295572805889,3.35438137359115,-2.69173481577051,-5.19338690119864
"59",2018-03-01,-0.215890784785548,0.492514908824636,-0.448615029264795,-0.766598394527944,-0.018983561295899,0.643092137736882,-0.612058886654503,0.643092137736882,-0.766598394527944,0.025186370576487,0.219353143731372,-0.81944485080682,2.85104733914245,-2.5024263836082,-5.67034975641647
"60",2018-03-02,0.337131270224979,-0.193159811787151,-0.269963099745862,0.962459264717231,0.0538394165541435,-0.953461483729187,0.421834453482787,-0.953461483729187,0.962459264717231,-0.289167906717555,0.219158362778285,-0.0657211582810072,3.20289906735023,-2.18627430646916,-5.53226207347879
"61",2018-03-03,0.0689145398765224,0.0888820392915831,0.246091030199247,0.457597455691902,0.0485300881293152,0.1827496925459,-0.287377169380537,0.1827496925459,0.457597455691902,0.335347372547213,-0.0496160971183494,-0.517838807734214,3.33712779769226,-1.51783516772539,-5.52065381786804
"62",2018-03-04,0.2206638051775,-0.577425890789041,-0.331099444599199,-0.234400516575917,-0.223464573713945,-0.763578475601844,-0.0244542096092442,-0.763578475601844,-0.234400516575917,0.361409305243556,0.223968792825585,-1.13762330117291,3.15050184099654,-1.55563578600813,-5.16573143018014
"63",2018-03-05,0.28828508370198,-0.294983042026591,0.113588149705451,-0.107085729117512,-0.606086176158746,0.768710896136141,-0.583908120198919,0.768710896136141,-0.107085729117512,0.17398645885761,-0.227131263705223,-1.0231709398082,3.39226211111791,-0.983908272659765,-5.59191923955581
"64",2018-03-06,-0.160370135497065,0.490249247297458,-0.498399268609969,0.180174929711228,-0.394513909942088,-0.452088064442013,0.036787724176981,-0.452088064442013,0.180174929711228,-0.117856452077696,-0.69304244961878,0.0458170949303616,3.50119334768852,-1.00532577818466,-5.52636211401887
"65",2018-03-07,0.0845546246790957,0.690643061818153,0.106437044344251,0.0805336741607448,-0.553815831915367,0.100195707315123,-0.415817152830463,0.100195707315123,0.0805336741607448,-0.115971620370298,-0.288457804215359,-0.573359316999753,3.01940968226843,0.0163372868523404,-6.45333668581026
"66",2018-03-08,-0.799082346120066,0.692551886506822,0.128327498116324,-0.282951450275193,-0.321267728219456,1.02754723637745,0.0113763807487165,1.02754723637745,-0.282951450275193,0.0655613419163407,0.170118241845034,-0.380051119803965,2.35200592049697,0.487919846879728,-6.82997527020345
"67",2018-03-09,-0.111066411801877,-0.0559767345918924,0.26369703995951,-0.227937968180362,-0.71655994310871,-0.306266222955508,-0.510906487553893,-0.306266222955508,-0.227937968180362,-0.0188585117341212,-0.0732577877531434,-0.140592920152188,1.9176171192312,1.2527057998021,-7.04421341277699
"68",2018-03-10,0.267634776784966,-0.788723753170764,-0.415292830894644,-0.110171993904364,-0.738987586999825,0.137393224423482,0.730636434299736,0.137393224423482,-0.110171993904364,0.0766309267405798,-0.297999641673871,-0.433931710218965,1.17658623763395,2.273540006836,-7.38512603338561
"69",2018-03-11,0.32218817715586,-0.762382631501888,0.54704311522112,-0.106715669870662,-0.401915289376024,0.0056467415914243,-0.254989660480339,0.0056467415914243,-0.106715669870662,-0.384283108003024,0.268143731383269,-0.111539056919064,0.886772108162328,3.34705457434787,-6.80340518963869
"70",2018-03-12,0.188011899767918,0.0780574733200114,0.420642736664989,-0.293683594212061,0.136851501046971,-0.539718916775951,0.620587765547769,-0.539718916775951,-0.293683594212061,0.241405010515081,0.0255378181674268,-0.288631563377552,1.17714833061202,4.33028303034685,-6.54407524592327
"71",2018-03-13,0.0780629735828284,-0.0465606145061095,0.276109320223001,0.420417646809826,0.224649004477925,0.339826155216034,-1.14943433161988,0.339826155216034,0.420417646809826,-0.401492893676148,0.153149853685288,-0.145413354412235,1.65061384395256,4.56570593806783,-6.7793895567718
"72",2018-03-14,0.236723922551986,-0.633224954846469,0.0668697591387337,0.220236562091341,-0.142437159543328,-0.244563765150658,0.22251105199536,-0.244563765150658,0.220236562091341,-0.650630952390437,-0.0910088343839758,-0.906343277237609,2.52473329376109,5.07280432241765,-6.36891105855908
"73",2018-03-15,-0.293443032019251,-0.149439047339609,-0.0649669235176329,-0.443865867221508,-0.271950351839085,0.310263495900953,-0.57044178300793,0.310263495900953,-0.443865867221508,0.178107653024996,-0.266114173670305,-0.612360264370466,3.47996675338253,5.50440726645569,-6.34160069234244
"74",2018-03-16,-0.213276464983368,0.435192389241657,0.0826901919609432,0.168424214913471,0.134762012553043,-0.496190571738828,-0.150100055150924,-0.496190571738828,0.168424214913471,0.269151547556242,-0.226716957763387,-0.169744629261214,4.51063084063517,5.76085887825342,-6.07580628846958
"75",2018-03-17,-0.288568750917819,0.41156708469756,0.133856666086404,0.288781606582277,0.295410358288365,-0.157932198981718,0.429441676142515,-0.157932198981718,0.288781606582277,0.256867229581108,-0.204439067227668,-0.237846049551001,5.03730338850554,5.82252731221107,-5.63231903631536
"76",2018-03-18,0.111278263080428,-0.10838030023247,0.0540887474398553,-0.100978363856905,0.485422482524994,-0.301872667013338,-0.54913220637277,-0.301872667013338,-0.100978363856905,0.131806308535631,-0.376042322412073,0.503495359081926,5.56412144949279,5.65784118320718,-6.04846242627274
"77",2018-03-19,0.019852970301002,-0.612272132229412,0.265566535030598,0.110621854896516,0.616823184270698,-0.217927218173115,0.321018403550506,-0.217927218173115,0.110621854896516,0.0428391529337629,0.0166378162566704,0.236584746084429,5.53336247152242,4.99893670535246,-6.17461758370713
"78",2018-03-20,0.124567506996634,-0.539108563545236,-0.17962834136956,-0.323634413461513,0.510427285321696,0.473382758476014,0.0762398407998746,0.473382758476014,-0.323634413461513,0.31849722966574,0.548177574404894,0.173525689858876,5.46078174717089,4.88461923861619,-6.3445975822163
"79",2018-03-21,0.123613931513689,-0.172798176028095,0.506528677253296,-0.206312211517799,0.653834332199629,0.383768758274619,0.165595825137461,0.383768758274619,-0.206312211517799,-0.33563627605211,0.185166341857984,-0.26496556182513,6.20810718905194,4.04839018820451,-7.5142019475283
"80",2018-03-22,0.367227689694191,0.344327504594594,-0.139414258911718,-0.316245935474183,0.0828946563319852,-0.0770222739261874,-0.353170428547606,-0.0770222739261874,-0.316245935474183,-0.423719260870259,0.449707715909538,-0.297498778139955,7.51845526332641,3.99166298920789,-8.23969262387012
"81",2018-03-23,0.55086212022575,-0.544425402580787,-0.583561216473264,-0.545894772911024,0.105750181513458,-0.0295559835498952,0.422158665775587,-0.0295559835498952,-0.545894772911024,-0.366584148290077,-0.326961079616832,-0.512930740655502,8.45570453456032,3.03673284381097,-9.35308436744734
"82",2018-03-24,-0.413984730492303,0.377443122009283,-0.0630226063137386,-0.11067006165714,-0.098178273533329,-0.125174297190672,-0.112531956395575,-0.125174297190672,-0.11067006165714,0.149904875700103,-0.596351691773746,0.104759741973203,9.09357724625395,3.13120745404963,-9.67451929402414
"83",2018-03-25,0.137482378341582,-0.0147370931628571,0.0453560994556426,0.188379831404472,0.0112692398457755,0.0566046595503802,-0.226151314230373,0.0566046595503802,0.188379831404472,0.224883194986961,0.27094548691593,0.293376931129995,9.11289024946432,3.14838996741952,-9.27466750394512
"84",2018-03-26,-0.192295828017429,0.302106272633317,0.606609742799546,-0.321594394746118,0.421303220186328,-0.00707693896137853,-0.500326289779472,-0.00707693896137853,-0.321594394746118,0.21089937594733,0.394097958223706,-0.157914472601637,8.35885137353456,4.15768071102008,-8.8867361453534
"85",2018-03-27,0.446127255500605,-0.572706479924839,0.0186221718956772,-0.168250200247727,0.466332155279861,0.118017399272147,0.78894831426576,0.118017399272147,-0.168250200247727,0.45538161982361,0.0807493059232334,0.510022894916686,7.83396068325954,4.18107017841921,-8.8117124009967
"86",2018-03-28,0.22115633920744,-0.361754783088887,-0.715795200358619,-0.656215385718965,0.119043831123809,-0.306039528399063,-0.470280173578014,-0.306039528399063,-0.656215385718965,0.0634861875066834,0.51238335245879,-0.462420571289032,7.78594340861199,4.80713836537217,-8.92113353533866
"87",2018-03-29,0.376820773087491,-0.341472454579228,-0.0140502247805028,-0.313483447024633,-0.090980804493155,-0.189937497115547,-0.34091054978743,-0.189937497115547,-0.313483447024633,-0.0654000578520405,0.780879752835662,-0.0181273540975066,7.75731154580443,4.7172593699387,-9.56285660848794
"88",2018-03-30,-0.39095101331481,0.347855878392315,-0.639900410166893,0.672253266034947,-0.41027226736118,0.427385833189766,0.0799577057955328,0.427385833189766,0.672253266034947,-0.157297227367517,-0.406610098663791,-0.281771113403862,7.41346610857491,5.07611916513452,-10.2665506297814
"89",2018-03-31,0.0260258068948647,0.520211168010492,-0.186881727173491,-0.322946893693144,-0.304908264155621,-0.364013657538092,0.0703212793497236,-0.364013657538092,-0.322946893693144,0.278257595304552,-0.490593318559273,-0.256669983555161,6.69469624125013,4.93135650935762,-11.7199680778647
"90",2018-04-01,0.510026255930356,0.381785015351466,-0.467530087379424,-0.731610204370864,-0.348638182395521,0.30394594319378,-0.432963630632655,0.30394594319378,-0.731610204370864,0.0286513084519321,-0.31990574109455,-0.0823127892910964,6.5562724747181,5.12436473451009,-12.7294669886798
"91",2018-04-02,-0.273674500130253,0.703758770411408,-0.260817190290208,-0.0466006151449215,0.0577857167076817,-0.184527532547599,-0.580398633626227,-0.184527532547599,-0.0466006151449215,-0.190858208588186,-0.436750783686337,-0.579982996064914,7.07365517794255,4.70589605522875,-13.2508429776967
"92",2018-04-03,-0.314706636592159,-0.119779102130858,0.482859005396362,0.349877692058062,-0.0892019655847613,-0.229210061354089,-0.0178335010896293,-0.229210061354089,0.349877692058062,-0.317437768355228,0.0424591269347603,0.00798007044417891,7.35217893129568,4.27582715997461,-13.2001336735317
"93",2018-04-04,-0.0453470420395103,0.326392137918166,-0.359984713302012,0.580946304056557,0.192259656123753,0.244967914032391,0.325481789995204,0.244967914032391,0.580946304056557,-0.364254266130943,0.211597192733663,0.0187534436139686,8.00207467609038,4.14683908586776,-13.3165521516654
"94",2018-04-05,-0.211326351871799,-0.096253627214013,0.0125445276061078,1.12996238857792,0.341042282940943,-0.0569185367393796,0.209736634915899,-0.0569185367393796,1.12996238857792,-0.359058216751457,-0.282562632058273,-0.0998776209032469,8.58647386249062,2.9855408318642,-13.6101684235633
"95",2018-04-06,0.263489824411342,-0.274641896330637,-0.0662607436898231,0.396151548456229,0.112052122357236,0.570768210364819,-0.145826151595311,0.570768210364819,0.396151548456229,0.66423532973189,-0.0669188529134348,-0.290233313192209,9.11196310060481,2.45293399467652,-13.5448975921211
"96",2018-04-07,-0.133489760215568,0.241566939617233,0.380182201822936,0.0146411297648121,0.500201071618766,-0.140263514940591,-0.250406901733313,-0.140263514940591,0.0146411297648121,0.0189062044277179,-0.100810364075165,-0.124193344836401,9.27244684271325,1.48896078604131,-13.1899456803517
"97",2018-04-08,-0.0659811366675791,0.525936296818928,-0.252438290224904,0.792438987330761,0.316390830379998,0.036692173419565,0.0938427655229822,0.036692173419565,0.792438987330761,-0.411499412586601,-0.0274165992731995,-0.0740772564924413,9.40380856168748,1.52469905978063,-12.5075514089551
"98",2018-04-09,-0.42654870169029,0.506851743667758,-0.247324852010684,-0.0399015766891472,0.0128905442435245,0.0612803029483419,0.000241480132154316,0.0612803029483419,-0.0399015766891472,-0.692434758455872,0.122975550205956,0.199773303085565,9.84329125042856,1.53018358870204,-12.2220084196739
"99",2018-04-10,0.111928501457438,-0.0509010310035779,-0.298964105183071,-0.363621427273718,-0.0315455924624853,-0.438516804436472,0.261899495130446,-0.438516804436472,-0.363621427273718,0.298061478616484,-0.110422282274131,0.00965109499252951,10.2190040883188,1.18150832880401,-12.1584719930217
